HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,18432,19,19
1,157120,28,28
2,25600,39,39
3,151328,48,48
4,704,57,57
5,104256,62,62
6,184704,93,93
7,1437056,104,104
8,1216,115,115
9,704,123,123
10,704,124,124
11,5120,133,133
12,5120,137,137
13,343808,152,152
14,1312,160,160
15,832,162,162
16,864,168,168
17,1184,172,172
18,108704,187,187
19,66368,190,190
20,9988992,192,192
