HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,120512,27,27
1,152992,36,36
2,2688,47,47
3,2496,56,56
4,106368,65,65
5,960,74,74
6,152032,79,79
7,40128,110,110
8,25696,121,121
9,2602304,132,132
10,5280,143,143
11,52896,152,152
12,4352,176,176
13,704,177,177
14,7136,187,187
15,284000,203,203
16,736,211,211
17,736,213,213
18,1184,219,219
19,66304,235,235
20,66144,238,238
21,8054912,240,240
