HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,18432,19,19
1,145248,28,28
2,25696,39,39
3,153056,48,48
4,704,57,57
5,103808,62,62
6,183168,93,93
7,1433952,104,104
8,1568,115,115
9,704,123,123
10,704,124,124
11,5248,133,133
12,346048,150,150
13,1280,158,158
14,704,160,160
15,768,166,166
16,107072,183,183
17,66752,186,186
18,9696096,188,188
