HUD frame time nsec:,1847000

Range Index,Elapsed Time, First Event,Last Event
0,161120,9,9
1,147328,17,17
2,49440,50,50
3,5824,76,76
4,58240,77,77
5,7168,85,85
6,493024,100,100
7,1504,108,108
8,704,110,110
9,14060512,112,112
