HUD frame time nsec:,488402000

Range Index,Elapsed Time, First Event,Last Event
494,704,6139,6139
495,704,6152,6152
496,704,6165,6165
497,736,6178,6178
498,704,6191,6191
499,736,6204,6204
500,736,6217,6217
501,704,6230,6230
502,704,6243,6243
503,736,6256,6256
504,704,6269,6269
505,736,6282,6282
506,704,6295,6295
507,704,6308,6308
508,704,6321,6321
509,704,6334,6334
510,704,6347,6347
511,736,6360,6360
512,704,6373,6373
513,704,6386,6386
514,704,6399,6399
515,736,6412,6412
516,704,6425,6425
517,704,6438,6438
518,309728,6451,6451
519,2688,6464,6464
520,2944,6477,6477
521,5568,6490,6490
522,23456,6503,6503
523,9504,6516,6516
524,3264,6529,6529
525,3456,6542,6542
526,1856,6555,6555
527,45248,6568,6568
528,12736,6582,6582
529,24000,6592,6592
530,24576,6606,6606
531,23968,6616,6616
532,24384,6630,6630
533,24160,6640,6640
534,24416,6654,6654
535,24192,6664,6664
536,24640,6678,6678
537,24032,6688,6688
538,24576,6702,6702
539,24224,6712,6712
540,24672,6726,6726
541,24128,6736,6736
542,25088,6750,6750
543,24576,6760,6760
544,736,6768,6768
545,704,6769,6769
546,4928,6778,6778
547,574048,6796,6796
548,1120,6802,6802
549,69376,6827,6827
550,1248,6833,6833
551,103200,6851,6851
552,7904,6865,6865
553,736,6867,6867
554,70240,6870,6870
555,414656,6872,6872
