HUD frame time nsec:,1797000

Range Index,Elapsed Time, First Event,Last Event
0,160064,9,9
1,145568,17,17
2,49824,50,50
3,5856,76,76
4,58208,77,77
5,7296,85,85
6,497760,100,100
7,1504,108,108
8,704,110,110
9,14160800,112,112
