HUD frame time nsec:,2875000

Range Index,Elapsed Time, First Event,Last Event
0,149888,9,9
1,162176,20,20
2,1408,28,28
3,148704,33,33
4,827296,66,66
5,6560,76,76
6,5216,84,84
7,49568,93,93
8,1696,108,108
9,4960,128,128
10,58336,129,129
11,7328,137,137
12,496096,152,152
13,1696,160,160
14,704,162,162
15,13021536,164,164
