HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,231200,8,8
1,104480,15,15
2,704,43,43
3,704,44,44
4,10432,52,52
5,196608,67,67
6,3840,75,75
7,672,77,77
8,14153056,79,79
