HUD frame time nsec:,16668000

Range Index,Elapsed Time, First Event,Last Event
0,109600,19,19
1,145952,28,28
2,26112,39,39
3,152288,48,48
4,672,57,57
5,103968,62,62
6,182560,93,93
7,1459296,104,104
8,1856,115,115
9,736,123,123
10,736,124,124
11,4992,133,133
12,345312,149,149
13,1152,157,157
14,704,159,159
15,832,165,165
16,59392,181,181
17,64832,184,184
18,9481152,186,186
