HUD frame time nsec:,1916000

Range Index,Elapsed Time, First Event,Last Event
0,159776,9,9
1,147200,17,17
2,49152,50,50
3,5856,76,76
4,58528,77,77
5,7328,85,85
6,494304,100,100
7,1568,108,108
8,704,110,110
9,13865408,112,112
