HUD frame time nsec:,16667000

Range Index,Elapsed Time, First Event,Last Event
0,109600,19,19
1,159808,28,28
2,26560,39,39
3,153408,48,48
4,736,57,57
5,103808,62,62
6,178976,93,93
7,1458368,104,104
8,1952,115,115
9,704,123,123
10,704,124,124
11,4640,133,133
12,343232,149,149
13,1152,157,157
14,704,159,159
15,1056,165,165
16,64672,181,181
17,64864,184,184
18,9926112,186,186
