HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,121088,27,27
1,166240,36,36
2,2976,47,47
3,2240,56,56
4,106112,65,65
5,896,74,74
6,151168,79,79
7,40032,110,110
8,25856,121,121
9,2615008,132,132
10,8032,143,143
11,52640,152,152
12,4320,176,176
13,704,177,177
14,6304,187,187
15,280288,203,203
16,704,211,211
17,736,213,213
18,928,219,219
19,64320,235,235
20,65760,238,238
21,8343520,240,240
